
Eurobarometer	Central and Eastern Eurobarometer 1990-1997: Trends CEEB1-8	part_of_spatial	10.4232/1.3648	correct
Eurobarometer	Central and Eastern Eurobarometer 1990-1997: Trends CEEB1-8	part_of_temporal	10.4232/1.3648	correct
Eurobarometer	Candidate Countries Eurobarometer 2003.4, October-November 2003	version_of	10.3886/ICPSR04056.v1	correct
Eurobarometer	Candidate Countries Eurobarometer 2003.4, October-November 2003	part_of_temporal	10.3886/ICPSR04056.v1	correct
Eurobarometer	Candidate Countries Eurobarometer 2003.4, October-November 2003	parts_of_spatial	10.3886/ICPSR04056.v1	correct
Eurobarometer	Candidate Countries Eurobarometer 2003.4, October-November 2003	version_of	10.3886/ICPSR04056.v2	correct
Eurobarometer	Candidate Countries Eurobarometer 2003.4, October-November 2003	part_of_temporal	10.3886/ICPSR04056.v2	correct
Eurobarometer	Candidate Countries Eurobarometer 2003.4, October-November 2003	parts_of_spatial	10.3886/ICPSR04056.v2	correct
Eurobarometer	Eurobarometer 75.3: Europe 2020, Financial and Economic Crisis, European Union Budget, and the Common Agricultural Policy, May 2011	version_of	10.3886/ICPSR34545.v1	correct
Eurobarometer	Eurobarometer 75.3: Europe 2020, Financial and Economic Crisis, European Union Budget, and the Common Agricultural Policy, May 2011	part_of_temporal	10.3886/ICPSR34545.v1	correct
Eurobarometer	Eurobarometer 75.3: Europe 2020, Financial and Economic Crisis, European Union Budget, and the Common Agricultural Policy, May 2011	part_of	10.3886/ICPSR34545.v1	correct
Eurobarometer	Flash Eurobarometer 251 (Public Attitudes and Perceptions in the Euro Area, wave 7)	part_of_temporal	10.4232/1.4982	incorrect
Eurobarometer	Eurobarometer 71.2 (2009)	version_of	10.4232/1.10069	correct
Eurobarometer	Eurobarometer 71.2 (2009)	part_of_temporal	10.4232/1.10069	correct
Politbarometer	Wahlstudie 1987 (Politbarometer, November 1986)	part_of_temporal	10.4232/1.1529	correct
allbus	Allgemeine Bevölkerungsumfrage der Sozialwissenschaften ALLBUS 1980 - Methodenstudie	part_of_temporal	10.4232/1.11002	correct
Eurobarometer	Flash Eurobarometer 41 (Monthly Monitor February 1995)	part_of_temporal	10.4232/1.2573	incorrect
Eurobarometer	Eurobarometer 72.4 (2009)	version_of	10.4232/1.10236	correct
Eurobarometer	Eurobarometer 72.4 (2009)	part_of_temporal	10.4232/1.10236	correct
EVS	European Values Study 2008: Luxembourg (EVS 2008)	part_of_spatial	10.4232/1.10055	correct
EVS	European Values Study 2008: Luxembourg (EVS 2008)	part_of_temporal	10.4232/1.10055	correct
EVS	European Values Study 2008: Bulgaria (EVS 2008)	part_of_spatial	10.4232/1.10050	correct
EVS	European Values Study 2008: Bulgaria (EVS 2008)	part_of_temporal	10.4232/1.10050	correct
Politbarometer	Wahlstudie 1987 (Politbarometer, Oktober 1986)	part_of_temporal	10.4232/1.1528	correct
EVS	EVS - European Values Study 1981 - Integrated Dataset	version_of	10.4232/1.10791	correct
EVS	EVS - European Values Study 1981 - Integrated Dataset	part_of_temporal	10.4232/1.10791	correct
EVS	EVS - European Values Study 1981 - Integrated Dataset	Integrated Dataset (different surveys)	10.4232/1.10791	missing
EVS	EVS - European Values Study 1999/2000 (release 2, Mai 2006) - Frankreich	version_of	10.4232/1.3776	correct
EVS	EVS - European Values Study 1999/2000 (release 2, Mai 2006) - Frankreich	part_of_spatial	10.4232/1.3776	correct
EVS	EVS - European Values Study 1999/2000 (release 2, Mai 2006) - Frankreich	part_of_temporal	10.4232/1.3776	correct
Eurobarometer	Eurobarometer 54.2 (Jan-Feb 2001)	version_of	10.4232/1.10938	correct
Eurobarometer	Eurobarometer 54.2 (Jan-Feb 2001)	part_of_temporal	10.4232/1.10938	correct
Eurobarometer	Eurobarometer 18 (Oct 1982)	version_of	10.4232/1.10873	correct
Eurobarometer	Eurobarometer 18 (Oct 1982)	part_of_temporal	10.4232/1.10873	correct
Eurobarometer	Eurobarometer 79.5: One year to go to the 2014 European Elections - European Parliament and Institutions, European Identity, and Globalization Challenges, June 2013	part_of_temporal	10.3886/ICPSR36243	correct
Eurobarometer	Eurobarometer 79.5: One year to go to the 2014 European Elections - European Parliament and Institutions, European Identity, and Globalization Challenges, June 2013	part_of	10.3886/ICPSR36243	correct
Eurobarometer	Eurobarometer 65.3 (2006)	part_of_temporal	10.4232/1.4507	correct
Eurobarometer	Flash Eurobarometer 229 (Enquête de lectorat de L´Europe en France)	part_of_spatial	10.4232/1.10744	incorrect
Eurobarometer	Flash Eurobarometer 229 (Enquête de lectorat de L´Europe en France)	part_of_temporal	10.4232/1.10744	incorrect
Eurobarometer	Eurobarometer 51.1: Environmental Issues and Consumer Associations, April-May 1999	version_of	10.3886/ICPSR02865.v3	correct
Eurobarometer	Eurobarometer 51.1: Environmental Issues and Consumer Associations, April-May 1999	part_of_temporal	10.3886/ICPSR02865.v3	correct
Eurobarometer	Eurobarometer 51.1: Environmental Issues and Consumer Associations, April-May 1999	part_of	10.3886/ICPSR02865.v3	correct
Eurobarometer	Flash Eurobarometer 327 (Iceland and the European Union, wave 2)	part_of_spatial	10.4232/1.11155	incorrect
Eurobarometer	Flash Eurobarometer 327 (Iceland and the European Union, wave 2)	part_of_temporal	10.4232/1.11155	incorrect
Eurobarometer	Flash Eurobarometer 82/B (Euro Introduction Attitudes, Step 3 - Non-Euro Members)	part_of_temporal	10.4232/1.3491	incorrect
allbus	Allgemeine Bevölkerungsumfrage der Sozialwissenschaften ALLBUS 1984 - Test-Retest-Studie	part_of_temporal	10.4232/1.1601	correct
Eurobarometer	Candidate Countries Eurobarometer 2002.2, September-October 2002: Life in the Candidate Countries, Attachment to Nationality and Identification with Europe, Contact with Other Countries and Cultures, and European Union Enlargement	part_of_temporal	10.3886/ICPSR04062	correct
Eurobarometer	Candidate Countries Eurobarometer 2002.2, September-October 2002: Life in the Candidate Countries, Attachment to Nationality and Identification with Europe, Contact with Other Countries and Cultures, and European Union Enlargement	parts_of_spatial	10.3886/ICPSR04062	correct
Eurobarometer	Eurobarometer 51.0: The Elderly and Domestic Violence, March-May 1999	version_of	10.3886/ICPSR02864.v1	correct
Eurobarometer	Eurobarometer 51.0: The Elderly and Domestic Violence, March-May 1999	part_of_temporal	10.3886/ICPSR02864.v1	correct
Eurobarometer	Eurobarometer 51.0: The Elderly and Domestic Violence, March-May 1999	part_of	10.3886/ICPSR02864.v1	correct
Eurobarometer	Eurobarometer 51.0: The Elderly and Domestic Violence, March-May 1999	version_of	10.3886/ICPSR02864.v2	correct
Eurobarometer	Eurobarometer 51.0: The Elderly and Domestic Violence, March-May 1999	part_of_temporal	10.3886/ICPSR02864.v2	correct
Eurobarometer	Eurobarometer 51.0: The Elderly and Domestic Violence, March-May 1999	part_of	10.3886/ICPSR02864.v2	correct
Eurobarometer	Eurobarometer 51.0: The Elderly and Domestic Violence, March-May 1999	version_of	10.3886/ICPSR02864.v3	correct
Eurobarometer	Eurobarometer 51.0: The Elderly and Domestic Violence, March-May 1999	part_of_temporal	10.3886/ICPSR02864.v3	correct
Eurobarometer	Eurobarometer 51.0: The Elderly and Domestic Violence, March-May 1999	part_of	10.3886/ICPSR02864.v3	correct
Eurobarometer	Eurobarometer 78.1 (2012)	version_of	10.4232/1.12061	correct
Eurobarometer	Eurobarometer 78.1 (2012)	part_of_temporal	10.4232/1.12061	correct
EVS	European Values Study 2008: Ireland (EVS 2008)	part_of_spatial	10.4232/1.10041	correct
EVS	European Values Study 2008: Ireland (EVS 2008)	part_of_temporal	10.4232/1.10041	correct
Eurobarometer	Eurobarometer 67.1: Cultural Values, Poverty and Social Exclusion, Developmental Aid, and Residential Mobility, February-March 2007	version_of	10.3886/ICPSR21522.v1	correct
Eurobarometer	Eurobarometer 67.1: Cultural Values, Poverty and Social Exclusion, Developmental Aid, and Residential Mobility, February-March 2007	part_of_temporal	10.3886/ICPSR21522.v1	correct
Eurobarometer	Eurobarometer 67.1: Cultural Values, Poverty and Social Exclusion, Developmental Aid, and Residential Mobility, February-March 2007	part_of	10.3886/ICPSR21522.v1	correct
EVS	European Values Study 2008: Finland (EVS 2008)	part_of_spatial	10.4232/1.10038	correct
EVS	European Values Study 2008: Finland (EVS 2008)	part_of_temporal	10.4232/1.10038	correct
Eurobarometer	Eurobarometer 67.1: Cultural Values, Poverty and Social Exclusion, Developmental Aid, and Residential Mobility, February-March 2007	version_of	10.3886/ICPSR21522.v2	correct
Eurobarometer	Eurobarometer 67.1: Cultural Values, Poverty and Social Exclusion, Developmental Aid, and Residential Mobility, February-March 2007	part_of_temporal	10.3886/ICPSR21522.v2	correct
Eurobarometer	Eurobarometer 67.1: Cultural Values, Poverty and Social Exclusion, Developmental Aid, and Residential Mobility, February-March 2007	part_of	10.3886/ICPSR21522.v2	correct
Eurobarometer	Eurobarometer 71.1 (2009)	version_of	10.4232/1.10122	correct
Eurobarometer	Eurobarometer 71.1 (2009)	part_of_temporal	10.4232/1.10122	correct
EVS	European Values Study 2008: Armenia (EVS 2008)	part_of_spatial	10.4232/1.10013	correct
EVS	European Values Study 2008: Armenia (EVS 2008)	part_of_temporal	10.4232/1.10013	correct
Eurobarometer	Eurobarometer 57.0: Agriculture, Energy, and Discrimination Issues, February-April 2002	part_of_temporal	10.3886/ICPSR03520	correct
Eurobarometer	Eurobarometer 57.0: Agriculture, Energy, and Discrimination Issues, February-April 2002	part_of	10.3886/ICPSR03520	correct
EVS	EVS - European Values Study 1999 - Lettland	version_of	10.4232/1.11543	correct
EVS	EVS - European Values Study 1999 - Lettland	part_of_spatial	10.4232/1.11543	correct
EVS	EVS - European Values Study 1999 - Lettland	part_of_temporal	10.4232/1.11543	correct
Eurobarometer	Flash Eurobarometer 143 (Euro attitudes outside the Euro zone)	part_of_temporal	10.4232/1.3936	incorrect
Eurobarometer	Eurobarometer 57.0 (2002)	part_of_temporal	10.4232/1.3638	correct
Eurobarometer	Eurobarometer 28.1: Young Europeans -- Life, Interests, Education, Employment, and Knowledge of Foreign Languages, October-November 1987	part_of_temporal	10.3886/ICPSR09135	correct
Eurobarometer	Eurobarometer 28.1: Young Europeans -- Life, Interests, Education, Employment, and Knowledge of Foreign Languages, October-November 1987	part_of	10.3886/ICPSR09135	correct
Eurobarometer	Eurobarometer 77.4 (2012)	part_of_temporal	10.4232/1.11495	correct
Eurobarometer	Eurobarometer 55.1 (2001)	part_of_temporal	10.4232/1.3507	correct
Eurobarometer	Eurobarometer 67.3: Health Care Service, Undeclared Work, EU Relations With Its Neighbor Countries, and Development Aid, May-June 2007	part_of_temporal	10.3886/ICPSR21521	correct
Eurobarometer	Eurobarometer 67.3: Health Care Service, Undeclared Work, EU Relations With Its Neighbor Countries, and Development Aid, May-June 2007	part_of	10.3886/ICPSR21521	correct
Eurobarometer	Flash Eurobarometer 395 (European Youth 2014)	part_of_temporal	10.4232/1.11995	incorrect
EVS	EVS - European Values Study 1999 - Österreich	part_of_spatial	10.4232/1.11161	correct
EVS	EVS - European Values Study 1999 - Österreich	part_of_temporal	10.4232/1.11161	correct
Eurobarometer	Eurobarometer 75.1 EP (2011)	version_of	10.4232/1.11645	correct
Eurobarometer	Eurobarometer 75.1 EP (2011)	part_of_temporal	10.4232/1.11645	correct
Eurobarometer	Central and Eastern Eurobarometer 1 (Bulgaria)	part_of_spatial	10.4232/1.2258	correct
Eurobarometer	Central and Eastern Eurobarometer 1 (Bulgaria)	part_of_temporal	10.4232/1.2258	correct
Eurobarometer	Central and Eastern Eurobarometer 1 (Bulgaria)	part_of	10.4232/1.2258	correct
ISSP	International Social Survey Programme: Role of Government IV - ISSP 2006	part_of_temporal	10.4232/1.4700	correct
ISSP	International Social Survey Programme: Role of Government IV - ISSP 2006	part_of	10.4232/1.4700	correct
Eurobarometer	Flash Eurobarometer 105 EOS Managers 28 - Small and Medium Enterprises and the Euro 5)	part_of_temporal	10.4232/1.3594	incorrect
Eurobarometer	Eurobarometer 43.1: International Trade and Radiation Protection, April-May 1995	part_of_temporal	10.3886/ICPSR06839	correct
Eurobarometer	Eurobarometer 43.1: International Trade and Radiation Protection, April-May 1995	part_of	10.3886/ICPSR06839	correct
ISSP	International Social Survey Programme: Role of Government I/II - ISSP 1985 - 1990	part_of_temporal	10.4232/1.2240	correct
ISSP	International Social Survey Programme: Role of Government I/II - ISSP 1985 - 1990	part_of	10.4232/1.2240	correct
EVS	EVS - European Values Study 1999 - Schweden	version_of	10.4232/1.11555	correct
EVS	EVS - European Values Study 1999 - Schweden	part_of_spatial	10.4232/1.11555	correct
EVS	EVS - European Values Study 1999 - Schweden	part_of_temporal	10.4232/1.11555	correct
Eurobarometer	Eurobarometer 27 (Mar-May 1987)	version_of	10.4232/1.10884	correct
Eurobarometer	Eurobarometer 27 (Mar-May 1987)	part_of_temporal	10.4232/1.10884	correct
Eurobarometer	Flash Eurobarometer 360 (Attitudes of Europeans Towards Air Quality)	part_of_temporal	10.4232/1.11567	incorrect
Eurobarometer	Eurobarometer 73.4 (2010)	version_of	10.4232/1.11431	correct
Eurobarometer	Eurobarometer 73.4 (2010)	part_of_temporal	10.4232/1.11431	correct
ISSP	International Social Survey Programme: Social Inequality IV - ISSP 2009 (Lithuania)	part_of_spatial	10.4232/1.12354	correct
ISSP	International Social Survey Programme: Social Inequality IV - ISSP 2009 (Lithuania)	part_of_temporal	10.4232/1.12354	correct
ISSP	International Social Survey Programme: Social Inequality IV - ISSP 2009 (Lithuania)	part_of	10.4232/1.12354	correct
Eurobarometer	Central and Eastern Eurobarometer 5 (European Union)	part_of_spatial	10.4232/1.2577	correct
Eurobarometer	Central and Eastern Eurobarometer 5 (European Union)	part_of_temporal	10.4232/1.2577	correct
Eurobarometer	Central and Eastern Eurobarometer 5 (European Union)	part_of	10.4232/1.2577	correct
Politbarometer	Politbarometer Ost 2001 (Kumulierter Datensatz)	part_of_spatial	10.4232/1.3555	correct
Politbarometer	Politbarometer Ost 2001 (Kumulierter Datensatz)	part_of_temporal	10.4232/1.3555	incorrect
Politbarometer	Politbarometer Ost 2001 (Kumulierter Datensatz)	parts_of_temporal	10.4232/1.3555	correct
Politbarometer	Politbarometer (Oktober 1990)	part_of_temporal	10.4232/1.1929	correct
Eurobarometer	Eurobarometer 63.5 (Jun-Jul 2005)	version_of	10.4232/1.10991	correct
Eurobarometer	Eurobarometer 63.5 (Jun-Jul 2005)	part_of_temporal	10.4232/1.10991	correct
Politbarometer	Politbarometer 1977-2011 (Partielle Kumulation)	version_of	10.4232/1.11608	correct
Politbarometer	Politbarometer 1977-2011 (Partielle Kumulation)	part_of_temporal	10.4232/1.11608	incorrect
Politbarometer	Politbarometer 1977-2011 (Partielle Kumulation)	parts_of_temporal	10.4232/1.11608	correct
Eurobarometer	Eurobarometer 64.1: Mobility, Food Risk, Smoking, AIDS Prevention, and Medical Errors, September-October 2005	part_of_temporal	10.3886/ICPSR04641	correct
Eurobarometer	Eurobarometer 64.1: Mobility, Food Risk, Smoking, AIDS Prevention, and Medical Errors, September-October 2005	part_of	10.3886/ICPSR04641	correct
Politbarometer	Politbarometer DDR (April 1990)	part_of_spatial	10.4232/1.1980	correct
Politbarometer	Politbarometer DDR (April 1990)	part_of_temporal	10.4232/1.1980	correct
Politbarometer	German Politbarometer East, 2001	version_of	10.3886/ICPSR03915.v1	correct
Politbarometer	German Politbarometer East, 2001	part_of_spatial	10.3886/ICPSR03915.v1	correct
Politbarometer	German Politbarometer East, 2001	part_of_temporal	10.3886/ICPSR03915.v1	correct
Eurobarometer	Eurobarometer 35.0 (1991)	part_of_temporal	10.4232/1.2031	correct
Eurobarometer	Flash Eurobarometer 367 (Attitudes of Europeans towards building the single market for green products)	part_of_temporal	10.4232/1.11737	incorrect
Politbarometer	Politbarometer (November 1985)	part_of_temporal	10.4232/1.1478	correct
Eurobarometer	Flash Eurobarometer 302 (Iceland and the European Union, wave 1)	part_of_spatial	10.4232/1.10739	incorrect
Eurobarometer	Flash Eurobarometer 302 (Iceland and the European Union, wave 1)	part_of_temporal	10.4232/1.10739	incorrect
Eurobarometer	Eurobarometer 43.0 (Mar-Apr 1995)	version_of	10.4232/1.10912	correct
Eurobarometer	Eurobarometer 43.0 (Mar-Apr 1995)	part_of_temporal	10.4232/1.10912	correct
ISSP	International Social Survey Programme: Citizenship - ISSP 2004	version_of	10.4232/1.11372	correct
ISSP	International Social Survey Programme: Citizenship - ISSP 2004	part_of_temporal	10.4232/1.11372	correct
ISSP	International Social Survey Programme: Citizenship - ISSP 2004	part_of	10.4232/1.11372	correct
Eurobarometer	Flash Eurobarometer 69 (Dialogue with Citizens 1)	part_of_temporal	10.4232/1.3192	incorrect
Eurobarometer	Eurobarometer 73.1 (2010)	part_of_temporal	10.4232/1.5000	correct
Politbarometer	Wahlstudie 1983 (Politbarometer, Oktober 1982)	part_of_temporal	10.4232/1.1278	correct
Eurobarometer	Flash Eurobarometer 192 (Entrepreneurship)	part_of_temporal	10.4232/1.4726	incorrect
EVS	EVS - European Values Study 1999/2000 (release 2, Mai 2006) - Frankreich	part_of_spatial	10.4232/1.11170	correct
EVS	EVS - European Values Study 1999/2000 (release 2, Mai 2006) - Frankreich	part_of_temporal	10.4232/1.11170	correct
Eurobarometer	Eurobarometer 20 (1983)	part_of_temporal	10.4232/1.1319	correct
Eurobarometer	Flash Eurobarometer 294 (European Union Citizenship)	part_of_temporal	10.4232/1.10220	incorrect
Politbarometer	Wahlstudie 1987 (Politbarometer, März 1986)	part_of_temporal	10.4232/1.1522	correct
Eurobarometer	Eurobarometer 37.0+37.1 (Mar-May 1992)	version_of	10.4232/1.10900	correct
Eurobarometer	Eurobarometer 37.0+37.1 (Mar-May 1992)	part_of_temporal	10.4232/1.10900	correct
Eurobarometer	Eurobarometer 47.1 (1997)	part_of_temporal	10.4232/1.2936	correct
Eurobarometer	Flash Eurobarometer 289 (Monitoring the Social Impact of the Crisis: Public Perceptions in the European Union, wave 4)	part_of_temporal	10.4232/1.10212	incorrect
Eurobarometer	Eurobarometer 57.1: European Union Enlargement, the European Parliament, and the Euro, March-May 2002	version_of	10.3886/ICPSR03521.v1	correct
Eurobarometer	Eurobarometer 57.1: European Union Enlargement, the European Parliament, and the Euro, March-May 2002	part_of_temporal	10.3886/ICPSR03521.v1	correct
Eurobarometer	Eurobarometer 57.1: European Union Enlargement, the European Parliament, and the Euro, March-May 2002	part_of	10.3886/ICPSR03521.v1	correct
Eurobarometer	Eurobarometer 57.1: European Union Enlargement, the European Parliament, and the Euro, March-May 2002	version_of	10.3886/ICPSR03521.v2	correct
Eurobarometer	Eurobarometer 57.1: European Union Enlargement, the European Parliament, and the Euro, March-May 2002	part_of_temporal	10.3886/ICPSR03521.v2	correct
Eurobarometer	Eurobarometer 57.1: European Union Enlargement, the European Parliament, and the Euro, March-May 2002	part_of	10.3886/ICPSR03521.v2	correct
ISSP	International Social Survey Programme: Religion II - ISSP 1998	part_of_temporal	10.4232/1.3190	correct
ISSP	International Social Survey Programme: Religion II - ISSP 1998	part_of	10.4232/1.3190	correct
Eurobarometer	Eurobarometer 72.4: Globalization, Financial and Economic Crisis, Social Change and Values, EU Policies and Decision Making, and Global Challenges, October-November 2009	version_of	10.3886/ICPSR30461.v1	correct
Eurobarometer	Eurobarometer 72.4: Globalization, Financial and Economic Crisis, Social Change and Values, EU Policies and Decision Making, and Global Challenges, October-November 2009	part_of_temporal	10.3886/ICPSR30461.v1	correct
Eurobarometer	Eurobarometer 72.4: Globalization, Financial and Economic Crisis, Social Change and Values, EU Policies and Decision Making, and Global Challenges, October-November 2009	part_of	10.3886/ICPSR30461.v1	correct
EVS	EVS - European Values Study 1999 - Belgien	version_of	10.4232/1.11525	correct
EVS	EVS - European Values Study 1999 - Belgien	part_of_spatial	10.4232/1.11525	correct
EVS	EVS - European Values Study 1999 - Belgien	part_of_temporal	10.4232/1.11525	correct
Eurobarometer	Flash Eurobarometer 103 (Internet and the Public at large 3)	part_of_temporal	10.4232/1.3592	incorrect
EVS	European Values Study 2008: Belarus (EVS 2008)	part_of_spatial	10.4232/1.10058	correct
EVS	European Values Study 2008: Belarus (EVS 2008)	part_of_temporal	10.4232/1.10058	correct
Eurobarometer	Eurobarometer 39.0 (1993)	part_of_temporal	10.4232/1.2346	correct
EVS	EVS - European Values Study 1999 - Weißrussland	version_of	10.4232/1.11524	correct
EVS	EVS - European Values Study 1999 - Weißrussland	part_of_spatial	10.4232/1.11524	correct
EVS	EVS - European Values Study 1999 - Weißrussland	part_of_temporal	10.4232/1.11524	correct
